ID,住所,住所（丁目）,住所（番地等）,原因（特定できた場合のみ記載）,被害,発生年月日,branch1,branch2,address,x,y,year
217,永楽台,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市永楽台1-3 ,139.96747,35.8453,2008
218,永楽台,1,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市永楽台1-3 ,139.96747,35.8453,2008
219,永楽台,1,4付近,,道路冠水,1993年8月26日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,1993
220,永楽台,1,4付近,大雨,道路冠水,2000年7月2日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2000
221,永楽台,1,4付近,台風21号,道路冠水,2001年8月21日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2001
222,永楽台,1,4付近,大雨,床上浸水,2002年9月12日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2002
223,永楽台,1,4付近,大雨,床上浸水,2002年9月12日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2002
224,永楽台,1,4付近,集中豪雨,道路冠水,2003年10月13日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2003
225,永楽台,1,4付近,集中豪雨,道路冠水,2007年6月10日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2007
226,永楽台,1,4付近,集中豪雨,床下浸水,2007年6月10日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2007
227,永楽台,1,4付近,集中豪雨,床下浸水,2007年6月10日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2007
228,永楽台,1,4付近,集中豪雨,道路冠水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
229,永楽台,1,4付近,集中豪雨,床上浸水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
230,永楽台,1,4付近,集中豪雨,床上浸水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
231,永楽台,1,4付近,集中豪雨,床下浸水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
232,永楽台,1,4付近,集中豪雨,床下浸水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
233,永楽台,1,4付近,集中豪雨,床下浸水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
234,永楽台,1,4付近,集中豪雨,床下浸水,2008年8月30日,4,,千葉県柏市永楽台1-4 ,139.96829,35.84587,2008
235,永楽台,1,5付近,大雨,床上浸水,2001年6月7日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2001
236,永楽台,1,5付近,大雨,床下浸水,2002年9月12日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2002
237,永楽台,1,5付近,台風22号,床上浸水,2004年10月9日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2004
238,永楽台,1,5付近,集中豪雨,床下浸水,2007年6月10日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2007
239,永楽台,1,5付近,集中豪雨,床下浸水,2007年6月10日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2007
240,永楽台,1,5付近,集中豪雨,床上浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
241,永楽台,1,5付近,集中豪雨,床上浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
242,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
243,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
244,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
245,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
246,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
247,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
248,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
249,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
250,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
251,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
252,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
253,永楽台,1,5付近,集中豪雨,床下浸水,2008年8月30日,5,,千葉県柏市永楽台1-5 ,139.96823,35.84557,2008
254,永楽台,1,7付近,大雨,道路冠水,2002年9月12日,7,,千葉県柏市永楽台1-7 ,139.96806,35.84445,2002
255,永楽台,1,7付近,集中豪雨,道路冠水,2003年10月13日,7,,千葉県柏市永楽台1-7 ,139.96806,35.84445,2003
256,永楽台,1,7付近,大雨,道路冠水,2006年7月14日,7,,千葉県柏市永楽台1-7 ,139.96806,35.84445,2006
257,永楽台,1,7付近,集中豪雨,道路冠水,2008年8月30日,7,,千葉県柏市永楽台1-7 ,139.96806,35.84445,2008
258,永楽台,1,7付近,集中豪雨,床下浸水,2008年8月30日,7,,千葉県柏市永楽台1-7 ,139.96806,35.84445,2008
259,永楽台,1,7付近,大雨,道路冠水,2012年5月10日,7,,千葉県柏市永楽台1-7 ,139.96806,35.84445,2012
260,永楽台,1,12付近,集中豪雨,床下浸水,2008年8月30日,12,,千葉県柏市永楽台1-12 ,139.97084,35.84473,2008
261,永楽台,2,4付近,大雨,道路冠水,2000年7月2日,4,,千葉県柏市永楽台2-4 ,139.97017,35.84283,2000
262,永楽台,3,1付近,大雨,床下浸水,2003年10月13日,1,,千葉県柏市永楽台3-1 ,139.9691,35.84634,2003
263,永楽台,3,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市永楽台3-1 ,139.9691,35.84634,2008
264,永楽台,3,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市永楽台3-1 ,139.9691,35.84634,2008
265,永楽台,3,2付近,台風22号,床下浸水,2004年10月9日,2,,千葉県柏市永楽台3-2 ,139.96982,35.84687,2004
266,永楽台,3,2付近,大雨,道路冠水,2006年7月14日,2,,千葉県柏市永楽台3-2 ,139.96982,35.84687,2006
267,永楽台,3,3付近,大雨,床下浸水,2003年10月13日,3,,千葉県柏市永楽台3-3 ,139.96954,35.84657,2003
268,永楽台,3,4付近,大雨,床下浸水,2003年9月12日,4,,千葉県柏市永楽台3-4 ,139.96965,35.84631,2003
269,永楽台,3,4付近,大雨,床下浸水,2003年10月11日,4,,千葉県柏市永楽台3-4 ,139.96965,35.84631,2003
270,永楽台,3,10付近,台風15号,道路冠水,1991年9月8日,10,,千葉県柏市永楽台3-10 ,139.97293,35.84584,1991
271,永楽台,3,10付近,台風11号,道路冠水,1993年8月26日,10,,千葉県柏市永楽台3-10 ,139.97293,35.84584,1993
272,永楽台,3,10付近,,道路冠水,1996年7月3日,10,,千葉県柏市永楽台3-10 ,139.97293,35.84584,1996
273,大青田中山新田,,744付近,大雨,道路冠水,2021年3月13日,744,,千葉県柏市大青田中山新田744 ,139.9325,35.91344,2021
274,大井,,1883付近,集中豪雨,店舗浸水,2007年6月10日,1883,,千葉県柏市大井1883 ,140.01012,35.84301,2007
275,大島田,,822付近,台風9号,道路冠水,2016年8月22日,822,,千葉県柏市大島田822 ,140.01544,35.8375,2016
276,大津ヶ丘,1,36付近,集中豪雨,店舗浸水,2007年6月10日,36,,千葉県柏市大津ヶ丘1-36 ,140.00061,35.84449,2007
277,大津ヶ丘,2,8付近,大雨,道路冠水,2006年7月14日,8,,千葉県柏市大津ヶ丘2-8 ,139.99959,35.8432,2006
278,大津ケ丘,2,8付近,集中豪雨,道路冠水,2021年8月23日,8,,千葉県柏市大津ケ丘2-8 ,139.99959,35.8432,2021
279,大塚町,,1付近,台風18号,道路冠水,1991年9月19日,1,,千葉県柏市大塚町1 ,139.9794,35.85565,1991
280,大室,,153付近,大雨,道路冠水,2015年9月7~8日,153,,千葉県柏市大室153 ,139.9583,35.90018,2015
281,大室,,155付近,集中豪雨,道路冠水,1993年8月26日,155,,千葉県柏市大室155 ,139.9583,35.90018,1993
282,大室,,155付近,台風13号,道路冠水,2000年7月7日,155,,千葉県柏市大室155 ,139.9583,35.90018,2000
283,大室,,155付近,台風3号,道路冠水,2000年7月7日,155,,千葉県柏市大室155 ,139.9583,35.90018,2000
284,大室,,155付近,集中豪雨,道路冠水,2003年10月13日,155,,千葉県柏市大室155 ,139.9583,35.90018,2003
285,大室,,155付近,集中豪雨,道路冠水,2008年8月28日,155,,千葉県柏市大室155 ,139.9583,35.90018,2008
286,大室,,182付近,台風18号,道路冠水,1991年9月19日,182,,千葉県柏市大室182 ,139.95932,35.9021,1991
287,大室,,241付近,台風9号,道路冠水,2016年8月22日,241,,千葉県柏市大室241 ,139.95934,35.89919,2016
288,大室,,538付近,大雨,道路冠水,2014年6月7日,538,,千葉県柏市大室538 ,139.96175,35.91197,2014
289,加賀,2,29付近,台風18号,道路冠水,1991年9月19日,29,,千葉県柏市加賀2-29 ,139.96782,35.82851,1991
290,加賀,2,29付近,台風11号,道路冠水,1993年8月26日,29,,千葉県柏市加賀2-29 ,139.96782,35.82851,1993
291,加賀,2,29付近,大雨,道路冠水,2000年7月2日,29,,千葉県柏市加賀2-29 ,139.96782,35.82851,2000
292,加賀,3,3付近,集中豪雨,店舗浸水,2008年8月30日,3,,千葉県柏市加賀3-3 ,139.97121,35.83007,2008
293,加賀,3,3付近,集中豪雨,店舗浸水,2008年8月30日,3,,千葉県柏市加賀3-3 ,139.97121,35.83007,2008
294,加賀,3,7付近,台風22号,床下浸水,2004年10月9日,7,,千葉県柏市加賀3-7 ,139.97243,35.83012,2004
295,加賀,3,7付近,台風22号,床下浸水,2004年10月9日,7,,千葉県柏市加賀3-7 ,139.97243,35.83012,2004
296,加賀,3,8付近,集中豪雨,店舗浸水,2008年8月30日,8,,千葉県柏市加賀3-8 ,139.97229,35.83036,2008
297,加賀,3,13付近,集中豪雨,店舗浸水,2008年8月30日,13,,千葉県柏市加賀3-13 ,139.9733,35.83081,2008
298,加賀,3,13付近,集中豪雨,床上浸水,2008年8月30日,13,,千葉県柏市加賀3-13 ,139.9733,35.83081,2008
299,加賀,3,13付近,集中豪雨,床下浸水,2008年8月30日,13,,千葉県柏市加賀3-13 ,139.9733,35.83081,2008
300,加賀,3,13付近,集中豪雨,床下浸水,2008年8月30日,13,,千葉県柏市加賀3-13 ,139.9733,35.83081,2008
301,加賀,3,14付近,大雨,道路冠水,2000年7月2日,14,,千葉県柏市加賀3-14 ,139.97372,35.8312,2000
302,加賀,3,14付近,大雨,道路冠水,2000年7月2日,14,,千葉県柏市加賀3-14 ,139.97372,35.8312,2000
303,加賀,3,14付近,集中豪雨,店舗浸水,2008年8月30日,14,,千葉県柏市加賀3-14 ,139.97372,35.8312,2008
304,加賀,3,14付近,集中豪雨,店舗浸水,2008年8月30日,14,,千葉県柏市加賀3-14 ,139.97372,35.8312,2008
305,加賀,3,14付近,集中豪雨,床上浸水,2008年8月30日,14,,千葉県柏市加賀3-14 ,139.97372,35.8312,2008
306,加賀,3,16付近,集中豪雨,店舗浸水,2008年8月30日,16,,千葉県柏市加賀3-16 ,139.97414,35.83149,2008
307,加賀,3,16付近,集中豪雨,床上浸水,2008年8月30日,16,,千葉県柏市加賀3-16 ,139.97414,35.83149,2008
308,加賀,3,17付近,大雨,道路冠水,2000年7月2日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2000
309,加賀,3,17付近,台風22号,床上浸水,2004年10月9日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2004
310,加賀,3,17付近,集中豪雨,店舗浸水,2007年6月10日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2007
311,加賀,3,17付近,集中豪雨,店舗浸水,2007年6月10日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2007
312,加賀,3,17付近,集中豪雨,店舗浸水,2007年6月10日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2007
313,加賀,3,17付近,集中豪雨,店舗浸水,2007年6月10日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2007
314,加賀,3,17付近,集中豪雨,店舗浸水,2007年6月10日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2007
315,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
316,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
317,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
318,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
319,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
320,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
321,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
322,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
323,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
324,加賀,3,17付近,集中豪雨,店舗浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
325,加賀,3,17付近,集中豪雨,床上浸水,2008年8月30日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2008
326,加賀,3,17付近,大雨,店舗浸水,2011年8月26日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2011
327,加賀,3,17付近,大雨,店舗浸水,2011年8月26日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2011
328,加賀,3,17付近,大雨,店舗浸水,2011年8月26日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2011
329,加賀,3,17付近,大雨,店舗浸水,2011年8月26日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2011
330,加賀,3,17付近,大雨,店舗浸水,2011年8月26日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2011
331,加賀,3,17付近,大雨,店舗浸水,2011年8月26日,17,,千葉県柏市加賀3-17 ,139.97443,35.8307,2011
332,加賀,3,18付近,集中豪雨,店舗浸水,2007年6月10日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2007
333,加賀,3,18付近,集中豪雨,店舗浸水,2007年6月10日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2007
334,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
335,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
336,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
337,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
338,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
339,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
340,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
341,加賀,3,18付近,集中豪雨,店舗浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
342,加賀,3,18付近,集中豪雨,床下浸水,2008年8月30日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2008
343,加賀,3,18付近,大雨,店舗浸水,2011年8月26日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2011
344,加賀,3,18付近,大雨,店舗浸水,2011年8月26日,18,,千葉県柏市加賀3-18 ,139.97485,35.82981,2011
345,加賀,3,19付近,集中豪雨,道路冠水,2003年10月13日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2003
346,加賀,3,19付近,台風22号,床下浸水,2004年10月9日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2004
347,加賀,3,19付近,集中豪雨,店舗浸水,2007年6月10日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2007
348,加賀,3,19付近,集中豪雨,店舗浸水,2007年6月10日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2007
349,加賀,3,19付近,集中豪雨,道路冠水,2007年6月10日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2007
350,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
351,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
352,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
353,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
354,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
355,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
356,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
357,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
358,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
359,加賀,3,19付近,集中豪雨,店舗浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
360,加賀,3,19付近,集中豪雨,床上浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
361,加賀,3,19付近,集中豪雨,床上浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
362,加賀,3,19付近,集中豪雨,床上浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
363,加賀,3,19付近,集中豪雨,床上浸水,2008年8月30日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2008
364,加賀,3,19付近,大雨,店舗浸水,2011年8月26日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2011
365,加賀,3,19付近,大雨,店舗浸水,2011年8月26日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2011
366,加賀,3,19付近,大雨,店舗浸水,2011年8月26日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2011
367,加賀,3,19付近,大雨,床下浸水,2011年8月26日,19,,千葉県柏市加賀3-19 ,139.97516,35.83046,2011
368,加賀,3,20付近,集中豪雨,店舗浸水,2008年8月30日,20,,千葉県柏市加賀3-20 ,139.97523,35.82972,2008
369,加賀,3,20付近,集中豪雨,床上浸水,2008年8月30日,20,,千葉県柏市加賀3-20 ,139.97523,35.82972,2008
370,加賀,3,24付近,大雨,道路冠水,2008年7月7日,24,,千葉県柏市加賀3-24 ,139.97624,35.82889,2008
371,加賀,3,24付近,大雨,道路冠水,2011年8月26日,24,,千葉県柏市加賀3-24 ,139.97624,35.82889,2011
372,加賀,3,27付近,台風18号,道路冠水,1991年9月19日,27,,千葉県柏市加賀3-27 ,139.9749,35.82875,1991
373,加賀,3,27付近,台風11号,道路冠水,1993年8月26日,27,,千葉県柏市加賀3-27 ,139.9749,35.82875,1993
